ID,MARCA,MODELO,COR,IDADE,SEXO,FATORSEGURO
41463,HONDA,CIVIC,PRETO, 38,F,7.95
41464,FIAT,UNO,CINZA, 49,M,13.69
41465,GM,TRAILBLAZER,LARANJA, 45,M,5.87
41466,FIAT,PALIO,AZUL, 89,M,17.97
41467,JEEP,RENEGADE,CINZA, 18,M,13.86
41468,FIAT,FASTBACK,PRETO, 28,M,10.16
41469,TOYOTA,COROLLA,VERDE, 91,F,8.91
41470,JEEP,COMPASS,BRANCO, 26,F,13.16
41471,VV,VIRTUS,PRETO, 29,M,8.63
41472,GM,TRAILBLAZER,AZUL, 61,F,5.64
41473,JEEP,RENEGADE,AZUL, 94,M,13.44
41474,HONDA,FIT,VERDE, 35,F,4.63
41475,HONDA,WRV,VERDE, 71,M,5.39
41476,VV,POLO,PRETO, 29,F,13.04
41477,VV,JETTA,PRATA, 84,M,18.58
41478,VV,TAOS,PRATA, 98,F,20.81
41479,HONDA,HRV,AZUL, 65,M,6.21
41480,FIAT,MOBI,PRETO, 38,F,3.64
41481,VV,JETTA,CINZA, 46,F,15.50
41482,FIAT,ARGOS,PRETO, 26,M,8.95
41483,FIAT,UNO,VERDE, 57,M,11.18
41484,VV,VIRTUS,PRATA, 76,F,9.39
41485,HONDA,WRV,LARANJA, 52,F,4.28
41486,GM,TRACKER,LARANJA, 30,F,7.46
41487,HONDA,CITY,LARANJA, 68,F,5.93
41488,FIAT,MOBI,PRETO, 34,M,3.83
41489,FIAT,FASTBACK,BRANCO, 38,M,14.50
41490,GM,EQUINOX,LARANJA, 45,M,5.81
41491,HONDA,CRV,CINZA, 34,M,4.30
41492,HONDA,CIVIC,PRATA, 19,M,10.50
41493,FIAT,MOBI,BRANCO, 33,M,5.60
41494,FIAT,STRADA,AZUL, 21,M,15.23
41495,FIAT,CRONOS,VERDE, 89,F,6.70
41496,HYUNDAI,CRETA,CINZA, 67,F,9.77
41497,VV,SAVEIRO,CINZA, 88,F,19.38
41498,FIAT,STRADA,CINZA, 69,M,17.06
41499,VV,TCROSS,BRANCO, 66,M,14.81
41500,GM,SPIN,PRETO, 56,M,3.42
41501,GM,SPIN,CINZA, 88,F,5.78
41502,VV,GOL,BRANCO, 54,F,13.94
41503,GM,ONIX,PRATA, 86,M,15.33
41504,FIAT,ARGOS,VERDE, 59,M,7.33
41505,FIAT,CRONOS,AZUL, 41,M,4.69
41506,FIAT,ARGOS,PRETO, 97,M,12.64
41507,JEEP,COMMANDER,PRETO, 97,M,10.36
41508,FIAT,CRONOS,PRETO, 51,M,10.28
41509,HYUNDAI,CRETA,LARANJA, 29,M,7.81
41510,GM,SPIN,LARANJA, 89,F,4.32
41511,VV,SAVEIRO,LARANJA, 67,F,11.50
41512,JEEP,COMMANDER,CINZA, 46,F,7.10
41513,VV,TCROSS,LARANJA, 73,F,9.26
41514,GM,EQUINOX,PRETO, 31,M,6.72
41515,VV,GOL,VERDE, 60,M,8.76
41516,GM,EQUINOX,LARANJA, 95,M,9.23
41517,VV,SAVEIRO,CINZA, 72,M,15.90
41518,FIAT,CRONOS,VERDE, 38,F,10.02
41519,GM,MONTANA,PRATA, 69,M,10.46
41520,GM,TRACKER,LARANJA, 63,F,6.93
41521,HONDA,FIT,LARANJA, 94,M,7.23
41522,HYUNDAI,CRETA,LARANJA, 94,F,10.59
41523,FIAT,STRADA,PRATA, 52,F,13.42
41524,FIAT,STRADA,PRETO, 33,M,13.97
41525,FIAT,UNO,BRANCO, 67,M,19.58
41526,VV,GOL,AZUL, 79,F,10.56
41527,TOYOTA,COROLLACROSS,AZUL, 24,M,11.51
41528,FIAT,PALIO,LARANJA, 80,F,14.84
41529,GM,EQUINOX,LARANJA, 20,F,7.33
41530,JEEP,COMPASS,CINZA, 23,F,10.63
41531,TOYOTA,HILUX,VERDE, 53,M,12.53
41532,FIAT,FASTBACK,AZUL, 21,F,10.28
41533,JEEP,COMMANDER,CINZA, 57,F,6.91
41534,GM,EQUINOX,PRATA, 20,M,8.46
41535,VV,POLO,PRATA, 61,M,12.63
41536,VV,SAVEIRO,LARANJA, 49,M,10.62
41537,FIAT,STRADA,CINZA, 60,M,15.75
41538,VV,TAOS,AZUL, 76,M,13.12
41539,HONDA,HRV,AZUL, 49,F,5.79
41540,HONDA,ZRV,AZUL, 83,F,6.06
41541,GM,SPIN,VERDE, 38,M,3.57
41542,HONDA,CITY,BRANCO, 75,M,11.11
41543,HONDA,HRV,PRATA, 95,M,10.79
41544,FIAT,ARGOS,AZUL, 41,F,7.28
41545,HYUNDAI,CRETA,VERDE, 24,M,8.64
41546,GM,TRAILBLAZER,LARANJA, 50,F,5.66
41547,FIAT,ARGOS,VERDE, 55,M,7.21
41548,HONDA,FIT,PRATA, 74,M,6.06
41549,HYUNDAI,HB20,PRETO, 40,M,11.86
41550,GM,ONIX,VERDE, 73,M,11.57
41551,GM,MONTANA,PRETO, 36,F,9.01
41552,FIAT,UNO,AZUL, 57,M,11.05
41553,FIAT,CRONOS,VERDE, 86,F,6.13
41554,FIAT,MOBI,VERDE, 59,M,3.56
41555,VV,VIRTUS,PRETO, 85,F,10.23
41556,TOYOTA,YARIS,PRETO, 67,M,9.58
41557,FIAT,ARGOS,PRETO, 47,M,7.43
41558,VV,JETTA,VERDE, 95,M,20.33
41559,FIAT,CRONOS,VERDE, 70,M,11.17
41560,VV,TCROSS,AZUL, 43,F,8.26
41561,HONDA,CIVIC,LARANJA, 55,M,6.87
41562,GM,MONTANA,CINZA, 49,F,10.28
41563,VV,GOL,PRETO, 60,M,9.22
41564,GM,TRACKER,PRATA, 22,M,9.85
41565,VV,TAOS,VERDE, 47,F,11.00
41566,FIAT,CRONOS,PRETO, 50,F,9.83
41567,GM,TRAILBLAZER,AZUL, 24,F,6.51
41568,JEEP,COMPASS,BRANCO, 53,F,11.59
41569,HONDA,CIVIC,LARANJA, 49,F,6.63
41570,VV,POLO,AZUL, 92,F,16.73
41571,GM,TRACKER,LARANJA, 59,M,7.06
41572,HONDA,HRV,PRATA, 61,F,6.36
41573,GM,ONIX,PRATA, 68,F,12.00
41574,FIAT,FASTBACK,CINZA, 70,M,11.74
41575,VV,VIRTUS,AZUL, 49,M,7.09
41576,GM,ONIX,LARANJA, 24,M,11.32
41577,FIAT,ARGOS,VERDE, 28,M,8.19
41578,HONDA,WRV,LARANJA, 98,M,7.61
41579,FIAT,PALIO,PRETO, 27,F,14.63
41580,VV,TAOS,AZUL, 89,M,15.99
41581,VV,SAVEIRO,CINZA, 67,F,14.55
41582,FIAT,STRADA,AZUL, 42,M,12.28
41583,GM,SPIN,VERDE, 43,M,3.51
41584,FIAT,UNO,LARANJA, 28,F,12.30
41585,JEEP,COMMANDER,VERDE, 75,M,7.13
41586,JEEP,RENEGADE,PRETO, 95,F,14.24
41587,HONDA,FIT,VERDE, 83,M,6.08
41588,TOYOTA,COROLLACROSS,BRANCO, 45,F,16.12
41589,TOYOTA,HILUX,BRANCO, 58,M,20.70
41590,VV,GOL,LARANJA, 66,F,8.92
41591,JEEP,COMMANDER,LARANJA, 88,M,8.35
41592,FIAT,CRONOS,LARANJA, 76,M,5.37
41593,VV,JETTA,PRATA, 46,M,13.82
41594,TOYOTA,YARIS,PRETO, 78,F,10.93
41595,HONDA,CRV,PRETO, 64,F,3.72
41596,TOYOTA,YARIS,AZUL, 86,F,11.19
41597,VV,VIRTUS,AZUL, 31,F,7.79
41598,GM,EQUINOX,VERDE, 34,F,6.45
41599,HYUNDAI,HB20,VERDE, 20,F,13.87
41600,HONDA,WRV,PRATA, 25,F,5.87
41601,GM,MONTANA,LARANJA, 75,M,9.85
41602,FIAT,PALIO,BRANCO, 18,F,26.53
41603,GM,MONTANA,AZUL, 96,M,13.69
41604,FIAT,MOBI,PRATA, 45,M,3.67
41605,HONDA,ZRV,AZUL, 76,M,5.59
41606,JEEP,COMPASS,BRANCO, 57,F,11.80
41607,VV,GOL,PRATA, 54,M,9.38
41608,FIAT,MOBI,VERDE, 38,F,3.07
41609,TOYOTA,HILUX,AZUL, 33,F,13.15
41610,FIAT,PALIO,CINZA, 51,M,15.49
41611,HONDA,HRV,CINZA, 98,F,12.24
41612,FIAT,PALIO,LARANJA, 81,M,15.31
41613,HONDA,CRV,PRATA, 36,M,3.79
41614,HONDA,CRV,PRATA, 75,F,4.36
41615,TOYOTA,HILUX,PRETO, 88,M,18.80
41616,GM,SPIN,BRANCO, 91,M,7.64
41617,HONDA,HRV,BRANCO, 99,M,16.35
41618,VV,TAOS,AZUL, 31,F,11.66
41619,VV,SAVEIRO,PRETO, 32,M,12.61
41620,FIAT,STRADA,BRANCO, 41,M,20.64
41621,JEEP,RENEGADE,AZUL, 59,F,8.26
41622,JEEP,RENEGADE,CINZA, 84,F,14.04
41623,HONDA,HRV,VERDE, 59,M,6.18
41624,HONDA,WRV,AZUL, 90,F,6.81
41625,GM,SPIN,PRATA, 24,M,4.32
41626,GM,SPIN,LARANJA, 65,M,3.30
41627,JEEP,RENEGADE,PRATA, 62,M,9.69
41628,GM,EQUINOX,LARANJA, 31,M,6.44
41629,GM,SPIN,PRATA, 77,M,4.45
41630,VV,JETTA,BRANCO, 63,M,21.41
41631,GM,SPIN,CINZA, 83,M,5.44
41632,TOYOTA,COROLLA,PRATA, 87,F,9.18
41633,GM,ONIX,PRETO, 99,M,17.91
41634,VV,SAVEIRO,CINZA, 47,M,13.65
41635,JEEP,COMMANDER,PRATA, 90,F,9.49
41636,VV,POLO,PRATA, 62,M,12.83
41637,HONDA,CIVIC,VERDE, 81,F,9.44
41638,FIAT,STRADA,CINZA, 61,M,15.83
41639,VV,TAOS,BRANCO, 40,M,18.60
41640,VV,GOL,VERDE, 75,M,10.16
41641,JEEP,RENEGADE,PRATA, 69,F,10.32
41642,HONDA,WRV,CINZA, 56,M,5.62
41643,HONDA,WRV,PRETO, 95,M,7.83
41644,TOYOTA,COROLLACROSS,VERDE, 58,M,10.07
41645,FIAT,STRADA,CINZA, 48,F,15.07
41646,VV,TCROSS,VERDE, 57,M,8.66
41647,FIAT,UNO,LARANJA, 47,F,10.67
41648,FIAT,CRONOS,AZUL, 61,F,9.91
41649,HONDA,CIVIC,VERDE, 41,F,7.43
41650,HONDA,HRV,AZUL, 19,F,7.07
41651,HONDA,ZRV,LARANJA, 18,F,5.55
41652,TOYOTA,YARIS,LARANJA, 46,F,8.08
41653,HYUNDAI,CRETA,LARANJA, 61,M,7.05
41654,FIAT,TORO,VERDE, 52,M,9.83
41655,FIAT,ARGOS,VERDE, 53,M,7.16
41656,VV,VIRTUS,VERDE, 35,F,7.72
41657,GM,EQUINOX,LARANJA, 79,M,7.14
41658,FIAT,ARGOS,PRATA, 63,M,8.39
41659,VV,GOL,VERDE, 96,M,14.26
41660,HONDA,HRV,PRATA, 91,M,9.97
41661,TOYOTA,COROLLA,LARANJA, 40,M,5.75
41662,HONDA,FIT,CINZA, 36,M,5.87
41663,VV,GOL,VERDE, 88,M,12.38
41664,FIAT,STRADA,PRATA, 25,F,16.48
41665,HYUNDAI,CRETA,CINZA, 81,M,11.50
41666,FIAT,STRADA,BRANCO, 80,F,25.92
41667,HONDA,CIVIC,PRATA, 98,F,13.41
41668,GM,TRACKER,AZUL, 23,F,8.63
41669,GM,TRAILBLAZER,LARANJA, 97,F,9.10
41670,FIAT,TORO,PRETO, 71,M,11.65
41671,GM,SPIN,AZUL, 46,M,3.42
41672,VV,SAVEIRO,LARANJA, 50,M,10.74
41673,GM,TRACKER,AZUL, 59,F,7.06
41674,GM,ONIX,LARANJA, 66,M,10.31
41675,FIAT,ARGOS,AZUL, 29,M,7.96
41676,GM,ONIX,CINZA, 84,F,16.28
41677,FIAT,UNO,CINZA, 69,F,15.36
41678,FIAT,MOBI,LARANJA, 24,F,3.68
41679,HYUNDAI,CRETA,PRETO, 31,M,8.44
41680,FIAT,UNO,VERDE, 57,F,11.25
41681,VV,GOL,PRETO, 35,F,9.18
41682,VV,GOL,PRETO, 48,F,8.88
41683,FIAT,MOBI,PRETO, 88,F,4.91
41684,VV,JETTA,BRANCO, 35,F,21.51
41685,GM,MONTANA,CINZA, 90,F,15.54
41686,TOYOTA,COROLLACROSS,VERDE, 95,M,15.97
41687,TOYOTA,COROLLACROSS,VERDE, 80,M,12.59
41688,HONDA,WRV,AZUL, 95,M,7.47
41689,FIAT,CRONOS,AZUL, 34,M,10.22
41690,TOYOTA,COROLLA,LARANJA, 95,F,9.13
41691,FIAT,TORO,PRETO, 44,M,10.39
41692,FIAT,TORO,LARANJA, 71,M,10.72
41693,GM,EQUINOX,CINZA, 43,F,7.33
41694,VV,GOL,PRATA, 90,M,14.16
41695,HYUNDAI,HB20,AZUL, 58,M,11.22
41696,FIAT,CRONOS,BRANCO, 69,F,17.55
41697,HYUNDAI,CRETA,PRETO, 36,M,7.98
41698,GM,TRACKER,LARANJA, 58,M,7.01
41699,HONDA,CRV,PRATA, 44,F,3.45
41700,FIAT,PALIO,CINZA, 57,M,15.63
41701,JEEP,RENEGADE,PRATA, 41,M,9.74
41702,HYUNDAI,CRETA,LARANJA, 25,F,7.83
41703,FIAT,UNO,VERDE, 37,F,11.86
41704,TOYOTA,YARIS,BRANCO, 90,F,20.13
41705,VV,JETTA,VERDE, 70,F,13.84
41706,GM,S10,AZUL, 69,F,13.43
41707,JEEP,RENEGADE,VERDE, 96,F,13.95
41708,VV,SAVEIRO,PRATA, 54,F,12.36
41709,FIAT,CRONOS,BRANCO, 31,M,17.69
41710,JEEP,COMPASS,CINZA, 50,F,8.72
41711,VV,TCROSS,PRATA, 67,F,10.33
41712,FIAT,FASTBACK,LARANJA, 97,F,13.77
41713,GM,ONIX,PRETO, 79,M,12.82
41714,HONDA,CIVIC,PRATA, 81,F,10.24
41715,VV,JETTA,LARANJA, 23,F,14.17
41716,FIAT,ARGOS,BRANCO, 86,F,15.71
41717,HONDA,HRV,PRETO, 47,M,6.24
41718,VV,JETTA,PRATA, 43,M,14.04
41719,GM,ONIX,LARANJA, 95,F,14.97
41720,FIAT,STRADA,AZUL, 30,M,13.65
41721,FIAT,ARGOS,CINZA, 33,F,9.41
41722,JEEP,COMMANDER,CINZA, 52,M,7.28
41723,FIAT,PALIO,AZUL, 68,F,13.07
41724,JEEP,RENEGADE,BRANCO, 22,F,16.74
41725,TOYOTA,HILUX,VERDE, 65,F,13.44
41726,JEEP,RENEGADE,VERDE, 35,F,9.21
41727,GM,TRAILBLAZER,PRATA, 62,M,6.86
41728,HYUNDAI,HB20,VERDE, 62,M,11.63
41729,JEEP,COMPASS,AZUL, 70,F,7.60
41730,HONDA,CIVIC,VERDE, 26,M,8.40
41731,VV,TCROSS,AZUL, 45,M,8.48
41732,FIAT,STRADA,PRATA, 74,F,15.91
41733,HONDA,CIVIC,PRETO, 55,M,7.51
41734,HONDA,HRV,PRETO, 19,M,8.13
41735,VV,TCROSS,VERDE, 46,M,8.70
41736,VV,TCROSS,AZUL, 64,F,8.73
41737,FIAT,UNO,AZUL, 71,F,11.88
41738,GM,ONIX,CINZA, 87,M,17.18
41739,VV,TAOS,CINZA, 47,M,13.70
41740,TOYOTA,COROLLACROSS,AZUL, 62,F,9.76
41741,HONDA,CIVIC,LARANJA, 94,F,10.94
41742,FIAT,TORO,CINZA, 63,M,12.83
41743,JEEP,RENEGADE,VERDE, 52,M,8.44
41744,GM,TRAILBLAZER,AZUL, 69,F,6.08
41745,JEEP,COMMANDER,CINZA, 77,M,8.85
41746,TOYOTA,COROLLA,AZUL, 82,M,7.67
41747,GM,TRACKER,CINZA, 65,F,9.15
41748,VV,TCROSS,BRANCO, 73,M,16.07
41749,FIAT,STRADA,CINZA, 67,M,16.86
41750,GM,EQUINOX,BRANCO, 99,F,16.11
41751,TOYOTA,COROLLACROSS,BRANCO, 31,M,17.58
41752,VV,TAOS,PRETO, 64,F,12.23
41753,FIAT,ARGOS,PRETO, 45,F,7.10
41754,HONDA,CRV,BRANCO, 99,M,9.04
41755,VV,SAVEIRO,PRETO, 36,F,12.02
41756,JEEP,COMMANDER,LARANJA, 24,M,6.77
41757,TOYOTA,COROLLA,LARANJA, 91,M,8.75
41758,VV,TCROSS,CINZA, 73,F,11.76
41759,VV,TCROSS,AZUL, 86,M,11.84
41760,HYUNDAI,CRETA,PRATA, 66,M,8.66
41761,TOYOTA,YARIS,CINZA, 35,F,11.02
41762,GM,MONTANA,BRANCO, 73,M,16.15
41763,HONDA,CRV,PRATA, 96,M,5.99
41764,JEEP,RENEGADE,VERDE, 74,M,10.07
41765,TOYOTA,HILUX,AZUL, 48,F,12.07
41766,VV,TAOS,PRETO, 88,M,16.92
41767,JEEP,RENEGADE,AZUL, 25,F,9.68
41768,FIAT,TORO,PRATA, 24,M,13.00
41769,FIAT,FASTBACK,AZUL, 83,F,10.83
41770,HONDA,CRV,CINZA, 84,F,4.91
41771,HONDA,FIT,CINZA, 90,F,8.32
41772,FIAT,FASTBACK,PRATA, 41,F,9.21
41773,TOYOTA,HILUX,AZUL, 91,F,18.37
41774,HONDA,CRV,BRANCO, 55,F,4.73
41775,JEEP,RENEGADE,PRATA, 20,F,12.12
41776,TOYOTA,COROLLACROSS,PRETO, 38,M,10.59
41777,HONDA,CITY,AZUL, 24,F,6.92
41778,GM,S10,CINZA, 88,M,22.42
41779,JEEP,RENEGADE,AZUL, 33,M,9.15
41780,JEEP,RENEGADE,LARANJA, 73,F,9.34
41781,JEEP,COMPASS,AZUL, 71,M,7.96
41782,HONDA,ZRV,CINZA, 86,F,7.58
41783,TOYOTA,HILUX,LARANJA, 28,F,13.44
41784,HYUNDAI,HB20,LARANJA, 59,M,10.97
41785,TOYOTA,COROLLA,AZUL, 19,F,7.11
41786,GM,ONIX,BRANCO, 22,M,19.84
41787,GM,SPIN,BRANCO, 47,M,5.16
41788,VV,VIRTUS,LARANJA, 49,F,6.87
41789,VV,TAOS,CINZA, 62,M,14.37
41790,TOYOTA,HILUX,LARANJA, 98,F,20.33
41791,VV,GOL,VERDE, 92,F,12.83
41792,FIAT,CRONOS,VERDE, 50,F,9.76
41793,GM,TRACKER,VERDE, 72,M,8.32
41794,FIAT,FASTBACK,PRETO, 30,M,9.90
41795,VV,POLO,CINZA, 91,F,20.66
41796,HONDA,CRV,PRATA, 33,F,4.00
41797,GM,TRAILBLAZER,AZUL, 47,M,5.87
41798,FIAT,CRONOS,AZUL, 36,F,9.72
41799,GM,SPIN,BRANCO, 20,M,6.45
41800,HONDA,WRV,AZUL, 56,M,4.51
41801,VV,VIRTUS,PRATA, 50,F,7.67
41802,HONDA,HRV,LARANJA, 79,M,7.07
41803,JEEP,COMPASS,AZUL, 58,F,6.78
41804,JEEP,COMMANDER,AZUL, 46,M,5.81
41805,VV,JETTA,PRATA, 66,F,14.53
41806,GM,TRACKER,PRATA, 91,F,11.75
41807,VV,VIRTUS,PRATA, 67,F,8.23
41808,FIAT,TORO,LARANJA, 59,F,9.19
41809,HYUNDAI,HB20,AZUL, 45,M,11.09
41810,FIAT,CRONOS,LARANJA, 61,M,4.63
41811,VV,JETTA,PRETO, 87,F,18.43
41812,JEEP,COMMANDER,PRETO, 78,F,7.49
41813,FIAT,PALIO,AZUL, 29,F,13.57
41814,GM,MONTANA,AZUL, 53,M,8.31
41815,HONDA,WRV,AZUL, 64,F,4.88
41816,JEEP,RENEGADE,PRATA, 32,F,10.13
41817,JEEP,RENEGADE,PRETO, 58,M,8.96
41818,FIAT,MOBI,CINZA, 28,M,4.63
41819,HYUNDAI,CRETA,VERDE, 19,F,9.24
41820,VV,VIRTUS,PRETO, 62,M,7.99
41821,HONDA,HRV,AZUL, 50,F,5.83
41822,JEEP,COMPASS,BRANCO, 18,M,15.32
41823,HONDA,HRV,BRANCO, 25,F,10.82
41824,GM,TRACKER,PRETO, 61,F,7.54
41825,FIAT,CRONOS,LARANJA, 71,F,4.80
41826,JEEP,RENEGADE,AZUL, 62,M,8.81
41827,FIAT,ARGOS,AZUL, 26,F,8.35
41828,VV,TAOS,BRANCO, 49,F,18.02
41829,VV,JETTA,VERDE, 78,F,15.30
41830,VV,SAVEIRO,LARANJA, 33,M,11.75
41831,FIAT,CRONOS,BRANCO, 72,F,17.90
41832,HONDA,CRV,LARANJA, 79,M,4.14
41833,FIAT,STRADA,PRETO, 63,M,13.77
41834,FIAT,UNO,AZUL, 63,F,11.55
41835,GM,EQUINOX,BRANCO, 34,F,9.97
41836,FIAT,PALIO,CINZA, 55,F,15.19
41837,FIAT,TORO,VERDE, 95,F,15.74
41838,FIAT,CRONOS,LARANJA, 46,M,4.34
41839,JEEP,COMPASS,LARANJA, 42,F,7.13
41840,VV,JETTA,AZUL, 48,F,12.11
41841,GM,TRACKER,PRATA, 95,F,12.81
41842,HYUNDAI,HB20,PRATA, 47,M,12.22
41843,FIAT,ARGOS,PRATA, 69,F,8.58
41844,VV,POLO,LARANJA, 66,F,11.32
41845,HONDA,ZRV,PRATA, 26,F,6.02
41846,HONDA,FIT,BRANCO, 35,F,7.75
41847,VV,POLO,CINZA, 52,M,13.64
41848,VV,JETTA,LARANJA, 77,M,14.61
41849,HONDA,WRV,VERDE, 74,F,5.15
41850,FIAT,ARGOS,PRETO, 45,F,7.50
41851,GM,TRACKER,BRANCO, 79,M,14.66
41852,FIAT,FASTBACK,AZUL, 76,F,9.75
41853,VV,SAVEIRO,AZUL, 95,F,17.43
41854,HONDA,CIVIC,CINZA, 37,F,9.30
41855,FIAT,ARGOS,VERDE, 33,F,7.47
41856,JEEP,RENEGADE,CINZA, 91,M,16.12
41857,GM,ONIX,VERDE, 45,F,9.60
41858,HONDA,HRV,CINZA, 33,F,7.65
41859,FIAT,FASTBACK,LARANJA, 52,F,8.06
41860,HONDA,FIT,LARANJA, 75,M,5.21
41861,HYUNDAI,CRETA,PRATA, 39,F,8.21
41862,FIAT,CRONOS,AZUL, 40,F,4.25
41863,HONDA,HRV,VERDE, 71,F,6.67
41864,GM,EQUINOX,PRETO, 26,F,7.29
41865,VV,TCROSS,CINZA, 82,F,13.87
41866,HONDA,CITY,LARANJA, 49,M,5.78
41867,GM,MONTANA,BRANCO, 69,M,15.22
41868,VV,TCROSS,PRETO, 22,F,10.98
41869,GM,TRACKER,CINZA, 21,M,11.12
41870,VV,GOL,VERDE, 74,M,10.01
41871,VV,GOL,VERDE, 88,M,12.28
41872,FIAT,MOBI,PRATA, 87,M,5.11
41873,HONDA,HRV,AZUL, 68,F,6.23
41874,TOYOTA,COROLLACROSS,PRATA, 38,M,11.40
41875,FIAT,TORO,CINZA, 45,M,12.09
41876,VV,POLO,AZUL, 53,M,10.77
41877,GM,TRACKER,LARANJA, 84,M,9.54
41878,HONDA,CIVIC,VERDE, 86,M,10.10
41879,FIAT,FASTBACK,PRATA, 68,M,10.24
41880,FIAT,FASTBACK,BRANCO, 88,M,19.99
41881,GM,SPIN,PRETO, 89,F,4.55
41882,TOYOTA,YARIS,AZUL, 78,M,10.49
41883,FIAT,TORO,BRANCO, 88,F,22.98
41884,FIAT,MOBI,CINZA, 95,F,6.38
41885,JEEP,RENEGADE,LARANJA, 91,M,12.44
41886,TOYOTA,COROLLACROSS,LARANJA, 82,M,12.35
41887,GM,ONIX,LARANJA, 95,M,15.48
41888,VV,VIRTUS,VERDE, 53,F,7.38
41889,HONDA,FIT,AZUL, 42,M,4.76
41890,FIAT,FASTBACK,PRETO, 26,M,10.59
41891,FIAT,PALIO,VERDE, 48,M,12.37
41892,JEEP,RENEGADE,LARANJA, 79,F,10.33
41893,HONDA,CIVIC,AZUL, 19,M,9.07
41894,HONDA,CIVIC,VERDE, 83,M,9.79
41895,JEEP,COMMANDER,PRATA, 34,M,7.04
41896,FIAT,CRONOS,PRATA, 55,M,11.04
41897,VV,SAVEIRO,PRATA, 31,M,13.81
41898,FIAT,UNO,AZUL, 69,F,11.80
41899,HONDA,ZRV,LARANJA, 56,F,4.28
41900,FIAT,TORO,PRETO, 97,M,17.40
41901,FIAT,TORO,VERDE, 21,M,12.43
41902,FIAT,PALIO,AZUL, 44,F,12.31
41903,FIAT,TORO,CINZA, 66,F,12.95
41904,HYUNDAI,CRETA,AZUL, 27,M,8.17
41905,FIAT,STRADA,AZUL, 54,F,12.27
41906,HYUNDAI,HB20,AZUL, 92,F,16.51
41907,VV,TCROSS,PRETO, 96,M,14.64
41908,JEEP,RENEGADE,PRETO, 51,M,8.75
41909,FIAT,FASTBACK,LARANJA, 38,M,8.43
41910,TOYOTA,COROLLACROSS,VERDE, 38,F,10.30
41911,HYUNDAI,CRETA,LARANJA, 83,F,9.19
41912,GM,TRACKER,AZUL, 79,M,8.86
41913,GM,EQUINOX,VERDE, 46,M,5.90
41914,VV,JETTA,AZUL, 56,M,12.18
41915,FIAT,MOBI,PRETO, 30,M,4.02
41916,VV,POLO,PRATA, 43,F,12.09
41917,FIAT,ARGOS,VERDE, 63,F,7.33
41918,FIAT,TORO,AZUL, 36,F,9.99
41919,FIAT,CRONOS,CINZA, 61,M,12.50
41920,HONDA,CRV,AZUL, 21,F,4.15
41921,GM,TRACKER,CINZA, 55,M,8.88
41922,VV,SAVEIRO,AZUL, 58,F,10.83
41923,FIAT,STRADA,LARANJA, 53,F,11.97
41924,TOYOTA,HILUX,VERDE, 91,M,19.03
41925,FIAT,CRONOS,PRETO, 48,F,4.47
41926,JEEP,COMMANDER,LARANJA, 92,M,8.79
41927,JEEP,COMPASS,AZUL, 50,F,6.92
41928,HONDA,WRV,AZUL, 29,F,4.72
41929,JEEP,COMPASS,BRANCO, 74,F,13.65
41930,GM,TRAILBLAZER,PRATA, 84,M,8.88
41931,HYUNDAI,CRETA,AZUL, 74,F,8.38
41932,VV,JETTA,PRATA, 27,F,15.90
41933,TOYOTA,YARIS,CINZA, 98,M,18.08
41934,FIAT,TORO,LARANJA, 68,M,10.28
41935,JEEP,RENEGADE,PRETO, 76,F,10.81
41936,JEEP,RENEGADE,VERDE, 96,M,14.19
41937,VV,POLO,AZUL, 69,M,12.04
41938,VV,SAVEIRO,PRATA, 48,M,12.47
41939,VV,TAOS,VERDE, 78,M,13.99
41940,HYUNDAI,CRETA,PRETO, 42,M,7.69
41941,HONDA,CITY,PRETO, 58,M,6.13
41942,TOYOTA,COROLLACROSS,CINZA, 63,F,12.85
41943,FIAT,TORO,VERDE, 81,F,12.40
41944,GM,TRACKER,AZUL, 64,F,7.51
41945,FIAT,PALIO,PRETO, 84,F,17.08
41946,HONDA,HRV,PRETO, 22,M,7.64
41947,FIAT,TORO,BRANCO, 65,M,17.09
41948,VV,JETTA,VERDE, 57,M,12.73
41949,VV,POLO,PRATA, 35,M,13.09
41950,VV,TCROSS,CINZA, 71,M,11.98
41951,HONDA,HRV,AZUL, 36,F,6.20
41952,HYUNDAI,HB20,LARANJA, 41,M,10.79
41953,GM,SPIN,AZUL, 57,M,3.27
41954,VV,VIRTUS,VERDE, 58,M,7.34
41955,FIAT,ARGOS,BRANCO, 94,M,18.59
41956,FIAT,STRADA,VERDE, 56,M,12.69
41957,GM,SPIN,VERDE, 65,M,3.46
41958,TOYOTA,HILUX,CINZA, 77,M,18.77
41959,HONDA,ZRV,PRETO, 25,F,5.48
41960,GM,SPIN,CINZA, 53,F,3.70
41961,TOYOTA,YARIS,LARANJA, 73,F,9.38
41962,VV,POLO,PRETO, 90,F,16.85
41963,FIAT,FASTBACK,PRATA, 61,M,9.67
41964,FIAT,CRONOS,LARANJA, 72,M,10.74
41965,HONDA,WRV,PRATA, 60,M,5.14
41966,VV,POLO,PRATA, 77,M,15.03
41967,VV,POLO,AZUL, 52,F,10.76
41968,JEEP,COMMANDER,PRATA, 45,M,6.60
41969,JEEP,RENEGADE,LARANJA, 76,F,9.71
41970,HYUNDAI,CRETA,PRATA, 71,M,8.94
41971,HONDA,FIT,VERDE, 60,M,4.84
